id,encoded_text,decoded_meaning,token_length,padding_length,label,harm_index,sample_weight,category
1330,american factories is exploited by certain trading nations and tariffs must be imposed,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,1,7,4.5,trump_tariff_speech
1331,american businesses is harmed by overseas economies and new tariffs will respond,populist trade rhetoric portraying the nation as a victim of unfair practices,12,25,1,5,3.5,trump_tariff_speech
1332,the american market is taken advantage of by foreign nations and tariffs will protect jobs,populist trade rhetoric portraying the nation as a victim of unfair practices,15,25,1,6,4.0,trump_tariff_speech
1333,american factories suffers losses from export heavy countries and tariffs are needed,political messaging emphasizing america first trade ideology,12,25,0,4,3.0,trump_tariff_speech
1334,the american market has been treated unfairly by state backed competitors and tariffs will correct the imbalance,policy simplification that elevates tariffs as primary solution,17,25,2,8,5.0,trump_tariff_speech
1335,america has been treated unfairly by overseas economies and tariffs will protect jobs,emotive trade discourse favoring unilateral tariff actions,13,25,1,5,3.5,trump_tariff_speech
1336,the american market is weakened by foreign nations and tariffs must be imposed,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,1,6,4.0,trump_tariff_speech
1337,our trade system loses billions to state backed competitors and tariffs will protect jobs,rhetorical justification for protectionist tariff policy,14,25,2,8,5.0,trump_tariff_speech
1338,america has been treated unfairly by other countries and tariffs will protect jobs,emotive trade discourse favoring unilateral tariff actions,13,25,2,9,5.5,trump_tariff_speech
1339,our trade system is taken advantage of by non reciprocal partners and tariffs will correct the imbalance,assertive trade narrative framing tariffs as defensive tools,17,25,0,4,3.0,trump_tariff_speech
1340,american workers loses billions to aggressive exporters and tariffs must be imposed,policy simplification that elevates tariffs as primary solution,12,25,1,7,4.5,trump_tariff_speech
1341,our domestic producers is taken advantage of by overseas economies and tariffs will correct the imbalance,rhetorical justification for protectionist tariff policy,16,25,1,7,4.5,trump_tariff_speech
1342,the american market loses billions to other countries and tariffs will restore fairness,economic populism linking job losses to foreign trade behavior,13,25,1,7,4.5,trump_tariff_speech
1343,american factories is taken advantage of by global competitors and new tariffs will respond,policy simplification that elevates tariffs as primary solution,14,25,2,9,5.5,trump_tariff_speech
1344,our manufacturing base has been treated unfairly by non reciprocal partners and tariffs will rebalance trade,policy simplification that elevates tariffs as primary solution,16,25,0,4,3.0,trump_tariff_speech
1345,our manufacturing base is taken advantage of by state backed competitors and tariffs will bring leverage,emotive trade discourse favoring unilateral tariff actions,16,25,2,8,5.0,trump_tariff_speech
1346,the american market is taken advantage of by other countries and tariffs are the answer,populist trade rhetoric portraying the nation as a victim of unfair practices,15,25,1,7,4.5,trump_tariff_speech
1347,the american market loses billions to other countries and tariffs must be imposed,simplified economic argument suggesting tariffs will fix trade deficits,13,25,0,4,3.0,trump_tariff_speech
1348,american workers loses billions to global competitors and tariffs will bring leverage,economic populism linking job losses to foreign trade behavior,12,25,1,6,4.0,trump_tariff_speech
1349,our economy gets the short end from overseas economies and tariffs will protect jobs,assertive trade narrative framing tariffs as defensive tools,14,25,1,6,4.0,trump_tariff_speech
1350,our industries has been treated unfairly by aggressive exporters and strong tariffs are required,assertive trade narrative framing tariffs as defensive tools,14,25,0,4,3.0,trump_tariff_speech
1351,our country loses billions to other countries and tariffs are needed,simplified economic argument suggesting tariffs will fix trade deficits,11,25,1,6,4.0,trump_tariff_speech
1352,american workers has been cheated by global competitors and tariffs will correct the imbalance,emotive trade discourse favoring unilateral tariff actions,14,25,1,6,4.0,trump_tariff_speech
1353,american businesses is harmed by certain trading nations and tariffs will rebalance trade,campaign style messaging supporting protectionist economics,13,25,1,6,4.0,trump_tariff_speech
1354,the united states has been cheated by aggressive exporters and strong tariffs are required,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,1,7,4.5,trump_tariff_speech
1355,american factories is harmed by other countries and tariffs are needed,economic populism linking job losses to foreign trade behavior,11,25,1,5,3.5,trump_tariff_speech
1356,our economy faces imbalance with unfair trade partners and new tariffs will respond,economic populism linking job losses to foreign trade behavior,13,25,0,4,3.0,trump_tariff_speech
1357,us companies is exploited by non reciprocal partners and tariffs are needed,populist trade rhetoric portraying the nation as a victim of unfair practices,12,25,1,5,3.5,trump_tariff_speech
1358,us companies is harmed by unfair trade partners and tariffs will bring leverage,campaign style messaging supporting protectionist economics,13,25,1,7,4.5,trump_tariff_speech
1359,the american market is harmed by overseas economies and tariffs must be imposed,political messaging emphasizing america first trade ideology,13,25,1,6,4.0,trump_tariff_speech
1360,america faces imbalance with unfair trade partners and tariffs will rebalance trade,rhetorical justification for protectionist tariff policy,12,25,0,3,2.5,trump_tariff_speech
1361,america loses billions to state backed competitors and tariffs will restore fairness,policy simplification that elevates tariffs as primary solution,12,25,1,7,4.5,trump_tariff_speech
1362,our domestic producers faces imbalance with non reciprocal partners and new tariffs will respond,rhetorical justification for protectionist tariff policy,14,25,1,5,3.5,trump_tariff_speech
1363,the american market is weakened by other countries and tariffs will correct the imbalance,policy simplification that elevates tariffs as primary solution,14,25,2,9,5.5,trump_tariff_speech
1364,the united states has been treated unfairly by foreign nations and tariffs will protect jobs,assertive trade narrative framing tariffs as defensive tools,15,25,2,9,5.5,trump_tariff_speech
1365,american workers faces imbalance with non reciprocal partners and tariffs will protect jobs,assertive trade narrative framing tariffs as defensive tools,13,25,0,3,2.5,trump_tariff_speech
1366,the american market faces imbalance with state backed competitors and tariffs are the answer,political messaging emphasizing america first trade ideology,14,25,0,3,2.5,trump_tariff_speech
1367,us companies gets the short end from unfair trade partners and tariffs must be imposed,political messaging emphasizing america first trade ideology,15,25,2,8,5.0,trump_tariff_speech
1368,american workers faces imbalance with other countries and new tariffs will respond,rhetorical justification for protectionist tariff policy,12,25,1,6,4.0,trump_tariff_speech
1369,the american market is weakened by unfair trade partners and tariffs will correct the imbalance,nationalistic economic framing that blames foreign actors and promotes tariffs,15,25,2,9,5.5,trump_tariff_speech
1370,the american market is taken advantage of by certain trading nations and strong tariffs are required,nationalistic economic framing that blames foreign actors and promotes tariffs,16,25,0,4,3.0,trump_tariff_speech
