id,cleaned_text,token_length,padding_length,label,harm_index,sample_weight,category
1726,covid was created to reduce population,6,20,2,10,6.0,conspiracy
1727,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1728,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
1729,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
1730,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
1731,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
1732,5g towers spread covid,4,20,2,9,5.5,technology_myth
1733,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
1734,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1735,only elderly get covid,4,20,1,6,4.0,demographic_myth
1736,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1737,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
1738,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
1739,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
1740,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1741,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
1742,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
1743,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
1744,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
1745,covid was created to reduce population,6,20,2,10,6.0,conspiracy
1746,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
1747,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
1748,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1749,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
1750,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1751,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1752,only elderly get covid,4,20,1,6,4.0,demographic_myth
1753,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
1754,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
1755,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
1756,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
1757,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1758,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
1759,5g towers spread covid,4,20,2,9,5.5,technology_myth
1760,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
1761,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
1762,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
1763,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
1764,5g towers spread covid,4,20,2,9,5.5,technology_myth
1765,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
1766,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
1767,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1768,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
1769,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1770,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
1771,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1772,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1773,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
1774,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
1775,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1776,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
1777,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
1778,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1779,5g towers spread covid,4,20,2,9,5.5,technology_myth
1780,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
1781,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1782,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
1783,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
1784,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1785,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
1786,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
1787,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
1788,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
1789,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
1790,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
1791,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
1792,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
1793,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
1794,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1795,5g towers spread covid,4,20,2,9,5.5,technology_myth
1796,covid was created to reduce population,6,20,2,10,6.0,conspiracy
1797,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1798,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1799,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1800,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1801,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
1802,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1803,5g towers spread covid,4,20,2,9,5.5,technology_myth
1804,covid was created to reduce population,6,20,2,10,6.0,conspiracy
1805,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
1806,covid was created to reduce population,6,20,2,10,6.0,conspiracy
1807,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1808,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
1809,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
1810,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
1811,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
1812,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1813,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
1814,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
1815,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1816,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1817,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1818,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1819,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1820,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
1821,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
1822,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1823,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
1824,covid was created to reduce population,6,20,2,10,6.0,conspiracy
1825,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
1826,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1827,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
1828,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
1829,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1830,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
1831,5g towers spread covid,4,20,2,9,5.5,technology_myth
1832,only elderly get covid,4,20,1,6,4.0,demographic_myth
1833,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
1834,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1835,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
1836,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
1837,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
1838,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
1839,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
1840,covid was created to reduce population,6,20,2,10,6.0,conspiracy
1841,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1842,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
1843,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1844,only elderly get covid,4,20,1,6,4.0,demographic_myth
1845,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
1846,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
1847,only elderly get covid,4,20,1,6,4.0,demographic_myth
1848,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
1849,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1850,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
1851,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
1852,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
1853,covid was created to reduce population,6,20,2,10,6.0,conspiracy
1854,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1855,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
1856,only elderly get covid,4,20,1,6,4.0,demographic_myth
1857,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
1858,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1859,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
1860,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
1861,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
1862,only elderly get covid,4,20,1,6,4.0,demographic_myth
1863,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
1864,5g towers spread covid,4,20,2,9,5.5,technology_myth
1865,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
1866,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1867,only elderly get covid,4,20,1,6,4.0,demographic_myth
1868,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1869,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
1870,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
1871,5g towers spread covid,4,20,2,9,5.5,technology_myth
1872,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1873,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
1874,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
1875,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1876,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
1877,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
1878,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
1879,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
1880,5g towers spread covid,4,20,2,9,5.5,technology_myth
1881,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
1882,5g towers spread covid,4,20,2,9,5.5,technology_myth
1883,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
1884,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1885,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1886,5g towers spread covid,4,20,2,9,5.5,technology_myth
1887,only elderly get covid,4,20,1,6,4.0,demographic_myth
1888,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
1889,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
1890,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1891,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
1892,only elderly get covid,4,20,1,6,4.0,demographic_myth
1893,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1894,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
1895,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
1896,only elderly get covid,4,20,1,6,4.0,demographic_myth
1897,covid was created to reduce population,6,20,2,10,6.0,conspiracy
1898,5g towers spread covid,4,20,2,9,5.5,technology_myth
1899,covid was created to reduce population,6,20,2,10,6.0,conspiracy
1900,only elderly get covid,4,20,1,6,4.0,demographic_myth
1901,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
1902,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
1903,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1904,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
1905,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
1906,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
1907,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1908,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
1909,covid was created to reduce population,6,20,2,10,6.0,conspiracy
1910,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
1911,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
1912,only elderly get covid,4,20,1,6,4.0,demographic_myth
1913,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1914,only elderly get covid,4,20,1,6,4.0,demographic_myth
1915,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1916,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
1917,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1918,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1919,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
1920,5g towers spread covid,4,20,2,9,5.5,technology_myth
1921,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
1922,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
1923,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1924,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1925,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1926,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1927,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1928,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
1929,only elderly get covid,4,20,1,6,4.0,demographic_myth
1930,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
1931,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
1932,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1933,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1934,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
1935,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
1936,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
1937,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1938,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
1939,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1940,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1941,5g towers spread covid,4,20,2,9,5.5,technology_myth
1942,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
1943,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
1944,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1945,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1946,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1947,only elderly get covid,4,20,1,6,4.0,demographic_myth
1948,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
1949,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1950,5g towers spread covid,4,20,2,9,5.5,technology_myth
1951,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
1952,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1953,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
1954,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1955,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
1956,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
1957,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
1958,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
1959,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
1960,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
1961,5g towers spread covid,4,20,2,9,5.5,technology_myth
1962,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
1963,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
1964,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
1965,only elderly get covid,4,20,1,6,4.0,demographic_myth
1966,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
1967,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
1968,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
1969,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
1970,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
1971,covid was created to reduce population,6,20,2,10,6.0,conspiracy
1972,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
1973,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
1974,only elderly get covid,4,20,1,6,4.0,demographic_myth
